Product,Purchases,"Average Delivery Time (Days)","Product Name Length","Product Description Length","Product Photo Quantity"
3bf95cf337a8c87435a2949c48350fc7,16,10,59,1538,1
3bfd31bd6ca35eba88eab292090ca291,1,12,51,453,1
3bfd406881ee395530b18ca51670161e,2,10,60,86,4
3c025396e63ff6925a3b68781e8b3456,1,8,50,364,3
3c078c878d44c18bb8c02acc54ae25e5,7,10,19,740,6
3c07c4a8d970b0ffad8a97bd6b5e478c,1,11,56,1750,3
3c0b8519a8235ff19814687b02957b77,1,10,48,1470,3
3c0c5eee30aef7a844410f1d1397b620,7,10,30,606,2
3c0f50234e2cac5b619f358d4325be0d,3,7,49,251,3
3c12235c1a1e288265d89f6ab0ac50cf,1,3,43,444,1
3c12d600fecb7aab3c4e4cd7755f1de3,1,7,48,925,2
3c1907ae45ee32709a71b67f20f65814,3,15,40,988,3
3c1e966cd4d045453f5b6660ea644c23,1,16,53,1143,2
3c1f7308f5aff5c8a335550b2f9d83ab,1,12,43,821,2
3c1f8775831d28ef01f05143a9be9ecc,2,14,52,1026,1
3c1fe640b9b303b8f12b612e350b9446,2,10,29,556,2
3c242072afadf856cb9471ea7ead620d,3,7,40,742,2
3c260c3a756ae318837fad7286073c77,1,9,30,493,1
3c2e0c7185b8cb4c6172f7ad5e8f3075,2,14,40,733,1
3c33294ae18a2298ca94f669347ca935,1,17,53,375,4
3c332c78cd1032a39727291af7ad2932,1,11,60,218,1
3c37353c20d6c00e079dbc21cf39f305,1,17,60,291,3
3c37a8a5d5ef2eca9d5e6ccf39673031,1,30,28,260,3
3c39f47a2595ed6989c1357d7926acd8,1,12,52,191,3
3c3b7758fe340e0cc216142b0700124a,1,6,51,1276,1
3c3b94d8e966e0a258d6baaa41549199,1,10,55,429,3
3c3c57f8884d5702b83ab9ff91dbbd50,1,1,58,2036,4
3c3c58dae0e49e5d2cc6c35680dd347a,2,10,48,218,5
3c3d244942b424b931c33f1ddc122b80,12,12,31,612,1
3c40f1198e8e92e3c84c84bf8a8e1f0e,4,17,44,112,1
3c44881c6f1115b3a16f8281bb2a83ff,2,7,30,138,1
3c46d3f68a377931cdadfd72c6158643,3,12,61,922,7
3c4b135cf249d2b9d6ffb47f108bf08d,1,5,54,199,1
3c4e3782469a0f1ac459dc6c47ebef31,4,9,56,235,1
3c4fa3a3881df35a8f19bec369491d50,2,5,34,426,1
3c504ffcb9f8ff101de420123932279f,1,8,40,686,1
3c5229dee6997f28485a65cbabceacb8,2,7,58,535,5
3c5b21c421b047cc64c31c3a2517b1de,4,14,33,1080,2
3c5ba90e09547db90868e803d139de30,4,22,20,262,1
3c5ff6cfedc787b5fcef300fc43100c0,1,10,53,2118,1
3c60c6bdbf4bac113ffbbb3c5b84753a,1,8,57,722,3
3c61c8a6d10b84ba973228169282b294,2,7,53,666,1
3c62f48140fdc7650a63b182fe3b9e4d,2,8,63,832,2
3c6be4372f013b15ef6c2d0f89452998,5,13,59,303,6
3c726b5f595b976b4348899225d955a5,1,31,58,822,8
3c7426b4df1386b6b355a5fa6bf85873,3,18,52,1020,1
3c79c623b50ffefacfc19d28091d4ddc,1,16,54,700,1
3c8041a9d648cdef50442943c497be4c,1,6,50,581,2
3c883b9d3fd2d0ce448d4136349dc0a4,20,12,49,153,1
3c8a9bd8e4b9ba22a468ffc658c71786,1,23,46,228,1
3c8e648d4adaad3ae92da5799093a8f3,1,17,59,749,2
3c93c9bcf16515a2c279990471744198,1,10,41,992,1
3c949889a3c11ae9d33a721d9efa6e7d,1,6,38,380,1
3c949f7dabf571691248f935a0063fbd,1,22,49,787,2
3c95f0e78d88cdfb8af7f72dd586a4a0,1,27,44,338,1
3c980d4656c6379e6dfd704a2cc48a88,1,4,41,1098,2
3c9f96101518a345e28a86181196b45a,3,15,63,1412,3
3ca00c4e1220f5de09fed51ea33cec30,2,10,54,1735,3
3ca306b1b3e51dfd838b06c8017eefda,1,6,49,701,1
3ca3e63474ecf703f9c2f935cd25d202,1,4,55,1434,1
3ca5e19399b1bf5a02f81dbbf551a3d5,1,9,54,665,1
3ca9a17c20e1c00683a97749070fdfe1,1,9,51,314,1
3cacd5299c846cb08ae1e445fd78392b,1,25,35,469,2
3cb39171fd36c50097f2dedbbe0dfe6e,43,7,60,3136,4
3cb6755624f5bfbc4b7ad51361767686,1,5,54,207,1
3cb86c99e14bcf5a24bea6305c171a75,1,2,43,832,2
3cb92605eba23721776a8a26f0e62921,1,9,57,1149,5
3cbe33afbd16b7026d87ed3bb2e8ca52,1,8,55,212,1
3cc42a29bd64238cf33115a8841b4a6c,1,20,37,1166,1
3cc4b421c1f28dd22e86fc4aaafb600e,11,11,57,188,1
3cc657ab189386b95882fd712bf37522,1,5,52,693,1
3cc6750606d3429d08a50f6416b82dd2,1,24,44,448,1
3cc7ec95300ba6432c64f0b12673bae6,3,6,49,317,1
3cc842aabeddd8ef0d633a10ef8a51aa,1,10,32,582,4
3cc8beafc2e30054e0af2e8439561303,1,13,53,255,1
3cc8edea2678a63c9e01c2dd190a395d,2,8,56,276,1
3cce0d166c3fb2507956c630c1d0f87c,18,13,58,415,6
3cdb91cbeb22b6e87c8b595b68dfd5eb,2,21,59,326,1
3cde861149cd37e780afa34c3122518e,2,3,57,858,3
3ce21e38e6a3060c20f4e74bdab770c8,12,11,57,1340,4
3ce8dd82296006f1d916291f561c9d36,1,22,49,291,1
3ce943997ff85cad84ec6770b35d6bcd,8,33,58,636,1
3ceb44c75e6981ff0987bb90c95694c0,6,6,63,1214,5
3cebb9158a3aa0b3f78ee0f934c9f032,15,14,41,423,4
3cef8174403f4fdedbf24fa67fa9f132,1,6,39,805,3
3cf811adb8b18fdc2811eb4880edead3,1,19,59,823,3
3cf83300f19d319b1a4b6c40f6734b06,1,3,60,545,1
3cf8d7db7dbaeb28f077151adfc59340,7,8,54,905,1
3cfabfc4cf61ee4c29199d346f5653c1,1,7,60,530,6
3cfbc83ded5aa170816cc18cdb5d4188,1,4,56,633,1
3cfbfb223bf0e89feef39ee393833408,1,27,39,1620,3
3cfffc4b061b3de0d9e375ed02e4124d,1,14,45,1016,2
3d0552899dbe2f89cff6197aab33fe99,6,6,34,826,1
3d07b18589d2af2cfb638c3dbc8ff826,1,10,41,375,2
3d12e183e36b23b6c30ce4bf2152fbf0,2,12,60,513,3
3d13d2c1176a1a94d48df83ac45204bb,1,2,60,558,1
3d16ff6bb87ceb3db735862f069c3caf,1,13,41,710,4
3d1d7aa3dfc91ac9490303d6c7342e83,1,14,55,427,1
3d1e658dd7dc71b44b125bdd18236fb3,1,18,56,2028,3
3d2083882f7be28ab6c8d9c807e3026c,2,13,44,711,1
3d250bb3d2b89c9bea15327aed52d8ca,1,2,55,898,1
3d254dd1d443d5c733715c4ccb3d72ce,1,8,37,962,1
3d2c44374ee42b3003a470f3e937a2ea,1,37,34,372,2
3d2c99e2be6594fc0a56af7754498c7b,1,6,54,607,1
3d2e66b60f9f7e21c0dd52fced636d22,1,11,60,1048,1
3d3024d7a67ec33c1e3e6e4fcebf80f9,1,22,50,346,1
3d3204ab08bb14fe5114502ad7809384,1,19,22,336,1
3d332427ec9de8802951c8fdd9b69029,1,11,60,301,10
3d36ef6c6d553500f4240920658689e3,9,6,48,819,4
3d36f403ac27db5c5b8faa68836e3d1f,1,5,59,2010,2
3d37da85f5e66558333fb5daee494736,2,26,59,1828,1
3d388ad844800bc833bd3e880740917f,2,8,60,3504,4
3d39adab5a0c6d3a6124f1a556589aff,2,16,63,443,1
3d3c4219b64b1a968490e7bdfa43bf1f,5,9,53,117,6
3d3cd6379eb6ac4e8e617574a1d0d145,3,14,59,123,2
3d3cecc4a794792dd7331c57580747a1,1,7,51,937,3
3d3dd9f435c6795eb6ff0be50b45041f,3,14,44,373,3
3d482fda7c84e7e2eb013c19760f5c46,1,14,55,1154,1
3d4c249691c5ff13ec7946d4d7a1aaa0,1,26,56,160,2
3d50229001636cd5e9851e53383c6b8a,2,12,58,663,1
3d514fecadf6cef40a2a32a3c20cd1c8,1,5,46,1533,6
3d51bd82dd04d1e24d229bc4364dcbad,1,7,55,743,1
3d5837f86205fe83f03fb5f7e4d5b9cf,11,10,42,1002,4
3d59253b36345baaf95246491607ab6e,1,26,51,209,1
3d5aae192e9628dfabdd07de7fb14aa4,2,19,54,708,4
3d63afec955956d47d796237f6725cde,1,25,58,1187,2
3d649f0e12c7b5f9ec7e00f538cc13f3,1,7,45,1886,1
3d6c02b4d1a6c303569fe075e0c01831,1,16,57,2042,2
3d6ef61d81f0c2a0957ea6bb00ecfdb6,2,23,46,1658,3
3d77287739b6bf1ac163ce2d77570ada,4,57,29,233,2
3d7e90a312a036ed4ae2ecd2a459a629,5,10,59,913,1
3d82497d58f46e57e5fdb6cd68a03a2b,6,8,54,1696,6
3d85e85bcd2c0315e0db407db8f7b532,4,8,56,155,1
3d870b8af7dbdc91b10cfb0139f3d44d,2,5,54,505,1
3d8d8d5750896bd918ef07a8539da096,3,3,58,967,4
3d8ecfb459a62c886e330583bdbb3acd,1,9,58,425,3
3d92028223ae14160bf1938a522de2b8,5,8,40,673,2
3d92b609f553af0ae89982e4fae15b1f,4,9,57,937,1
3d97f0e9cc1e412e5d125b3d24af8707,1,5,63,1600,8
3d9acab1b1c5cd858dab1a3d0872a370,1,8,52,1002,1
3d9b170c9004474584d9bfed012351fa,1,8,31,671,3
3d9bbe6e6d8c6dd8ba6e728f2586e510,2,6,60,499,1
3da76d120922f2c5c94b3ec02db563c9,6,9,56,498,5
3da9360d771a31592cd2b789501a9ffe,1,6,41,618,1
3dabf5f3f464f28595767a4569d18810,2,9,58,2046,1
3dabf82e264128dda5088dc804e09cc8,2,14,52,692,4
3dacb3ae011b40803a508b23392e15a0,3,21,57,1682,1
3daf6db466fe8366db873ecbb2fd45d6,1,10,56,680,1
3db10af4436918fa150bb41ae578d812,1,10,58,637,1
3db4edbe90c563f7b6c038f9a690fde1,1,9,53,2550,1
3db5b7214a98ceddbe12ed6c0d3d04b2,1,13,49,1830,1
3db75f31b76375c502f64d550dcd1166,43,13,34,1078,2
3db8ae718c645f8d0de8d1042bd9acd6,2,9,37,1338,1
3dbb89b55f4afdbd3e4230295a4cdfd1,2,7,37,727,3
3dc0d4afe9ff68f23ee2791a1ac909f4,1,6,54,2240,3
3dc31714cd00417f915d86a494e6b598,2,20,51,138,1
3dc485b15eb3f5a61fab4f5ed17cc24d,2,19,58,614,3
3dc7db1edfac20883ed35ecfec05a3cc,2,8,60,547,1
3dc95ebe4e59153d4655472acb2c0785,1,13,24,609,1
3dcb77af8b9587985d046b195e105475,1,12,59,289,1
3dd2a17168ec895c781a9191c1e95ad7,272,12,48,894,1
3dd519e4024a114cdf2825caa88c6091,1,8,46,164,1
3dd6c9d499e7c311a29e08afe1fd8fc6,4,5,60,396,4
3ddc568a05383c2f24b4d47d1b41f819,1,16,58,1145,1
3ddc79cbdf7e79ea75449765656c3b3e,1,9,49,359,1
3de0d67f8e1faa3e8f18906cdbc8b6cc,1,6,45,277,5
3de0f67a3747dbf94f485e9f5843b02d,3,9,54,797,2
3de630407c05c5af3d1d894e3d06307d,1,14,43,1219,1
3de88091a3ed3699a8e32f77898c6368,1,3,39,2417,1
3df02779fb868fabf6f42649c50b6046,3,9,44,215,1
3df9a620374297d963f991ff296639a4,1,7,63,838,1
3dfde6238edcdef675421817783b14da,1,27,55,264,1
3dff8f7d2b529f106998c4682b0eafa8,1,4,45,616,2
3e03619d360cd44f29e094aae3c4a76b,5,18,57,609,1
3e0569568b8fa37cc1f767bc94fdc395,1,8,41,967,4
3e068f21ad721826461bfe93ff04ee59,2,6,59,1566,1
3e086c8507756d8b53e4b0f676e7f42d,5,15,51,282,3
3e0a5e0397b6477f6366c2dff5f0e04e,1,5,54,2141,1
3e0bc37e01b5c85e125dbaef7cc3f0ad,3,18,58,566,3
3e0bf199429e16f10824e5fc7dd33213,4,20,60,382,2
3e0ca14990ca0de11f16f0dd5595c1b1,2,2,58,435,3
3e0d14278859868d181ed3f1dd51fc32,2,5,31,122,1
3e0da944edda889e1287894ad28d9ed0,1,16,61,306,1
3e10f7dde736e1e7a0af0264f84f12da,1,16,57,467,4
3e12358032a6a599d25d9fd630cec2e1,1,10,52,1301,1
3e13b2ef84dd5351ce75832722d8a1e2,1,21,41,316,1
3e19791ee3fa124c96da5a87616794ac,3,11,60,447,1
3e1cec0f5b7ca2da3e6de97f6e92fd4b,1,17,60,320,7
3e1fdf945aae119091586c0d20212562,2,11,47,231,1
3e224d87f9ed6e9ac1b36889371dfe49,1,5,58,538,1
3e2ad903487fdb0fc1c6c5c27f2fe0c3,1,11,47,731,1
3e315c0ee386121f7723905ea2c2f76e,1,9,60,87,1
3e31fd1419cc4cd6adad1925e72e3a03,7,11,52,1170,1
3e34352aa9c04170d941a9a8c6a895bb,3,11,55,618,1
3e34bd85f22345773b39aaa3b20dfc3f,1,14,54,811,2
3e362e76af5b6669122b87d6f0a38eca,1,8,55,546,3
3e3f442db862cb6fe99389a41b7acb84,2,12,60,638,6
3e4176d545618ed02f382a3057de32b4,24,9,35,468,1
3e442d09f9dfef002aadf31960869f65,27,13,33,1084,2
3e44b19563ef5a25f4b7e0fdfc3657c3,1,3,59,523,1
3e45fc327c9740f1ae03383a8e201968,2,11,60,3098,1
3e49351c2f191cb67c4224b392531a74,1,3,43,883,9
3e5201fe0d1ba474d9b90152c83c706c,44,16,56,255,1
3e5b75c297ba6534b5188202c4a6a58b,1,6,59,230,1
3e67af30c5e3eae465fbf496aa88fc8b,2,10,46,1352,3
3e6849c6e53482c55a97363674027b4a,2,8,55,1201,1
3e6b05aedc40a989d87c8518c6245fe1,1,11,58,1988,3
3e6c4215625c463bdeb0cba3ec9ceb01,1,10,59,695,6
3e6ccb382c617b7e07b5865257f8bdec,1,17,19,284,2
3e6d2bde9274ac275013aa90d7e2bf16,8,14,52,481,2
3e6d98f0757ce033a71509cf730ab7d6,1,13,41,442,6
3e6de3159fd57b7d7e62c584a3c9fc70,2,7,56,686,7
3e78cdf699d65e94e6a716be72fb4472,1,26,34,403,1
3e7ca2ff3d372303c5773c8018746fc2,7,6,36,428,1
3e7d7087ff8bbc0e9568b56ba3504a34,3,13,44,519,1
3e7ec3672e5549ba74cf635752bfc70b,3,7,59,2262,4
3e81762914e082ccca5a002144534a21,1,22,40,256,1
3e824028352cd013af85473283f832ce,4,13,54,971,1
3e845176ca89939bffd10efd3467a090,2,6,35,313,1
3e878bb44e2c5b7fc755e304cc8236a4,1,5,26,466,2
3e87e743e56d7fbf4bb9b67399b99a9d,4,10,45,275,1
3e8a0f0a4389aa563b110eab167d99d4,1,18,60,1212,4
3e8dfc6cfd5a615318051a93140c0286,1,4,51,1916,1
3e8f1441be3fd4064a0e175001b7ab29,1,7,53,2225,1
3e8f52cbce268fc54677be617e399ba2,1,6,56,870,1
3e8f6864be117d2690e410b934840f87,3,16,53,212,1
3e8fca04d24eff0e2177d6157127ed70,1,6,51,986,2
3e950ea3b6588d905f238bbce27b061e,1,15,63,247,3
3e96989101b99f1189a9f03bdd29464e,1,11,30,464,1
3e9b58f1436820c248d3f98d7229bb14,5,17,56,489,2
3e9fecd898d8fc598fb18399c2af0248,2,5,51,362,1
3ea30fb7b4c6d17f44c1594a713c224c,2,15,60,166,1
3ea344b27741300cc4724d2a5af94460,3,12,57,729,1
3eab174ff708dddf896f165e766d1b54,1,5,56,2156,4
3ead2a8b3b92444cfac54979d56c7993,1,4,57,377,2
3eae31de0119f9f566a337ac2458ae7d,1,3,52,234,4
3eaebcf7b4fceb70d8e052e8ef653415,2,16,35,871,5
3eb0cd17f2bfe15716e113962806a5de,1,11,41,208,2
3eb14e65e4208c6d94b7a32e41add538,1,27,51,1392,3
3eb3d01a76a4cbaff641de8a47e4ebec,2,6,40,1416,1
3eb3d83d082ce242d4eae1f57e62640d,1,10,30,355,2
3eb6b55ec8635498193d4fc3d264e6a3,1,32,56,495,6
3ebc8cc75e312d29b5120d0cdc20bb4e,1,16,57,1404,3
3ebd44ce3c5f4ef6af43b9f0b1df1729,2,16,60,317,4
3ec2984cb2de1675a0306bfc60dbe5a5,11,9,56,458,1
3ecaaa56f885aaded64fc6502ddb214c,1,6,59,456,5
3ecbc951688c7c4888ffe682edb8d651,1,6,58,1484,5
3ecdca110c08b28987d694dc625bea20,2,8,55,612,1
3ece0f08943c87ee3e0f6bfb045250f3,4,25,52,265,1
3ece1fcd5a64459a4e24143920178f42,7,10,59,2432,2
3ecf69ee1fe21cfd40b30cbea549e563,3,13,41,3564,1
3ecfdbaf8e32624c343f9e845cdfeec6,2,8,55,509,2
3ed1acff2a294f6e314f95ffdd76002c,1,9,49,677,1
3ed43e8f95f9801cd8099b6f73e07335,1,12,27,209,4
3eda91c4ed75e3ce93482a5eed64868d,1,7,50,472,2
3edd389c7ec42a100189b9f4dd430426,1,29,60,256,1
3ee348fbc4378a65116322ca7fe06729,1,5,59,549,3
3ee59eac7a0e259bb24ce5270d0bc901,1,10,57,655,3
3eeb044943cac759fe3dcce5d222f12f,1,15,29,787,2
3eeb9c7bc48cbf70ee22b1b1361bd0c3,1,10,45,2359,2
3eee0fd6b877331481b1ca94b2c77319,10,12,55,257,3
3ef588bfd98e3e3a65ab2478b5b32824,2,11,47,759,3
3ef5a1cc5f73b06dfee539cfe858429c,1,36,60,519,5
3ef69437b2ca2234de7ad9165bebfe43,1,15,37,692,6
3ef8d885129ad51b20838faba23825a3,6,9,45,510,1
3efc7a945462447c7f6219f14ce3235a,1,46,49,1215,1
3efc85af0f3cf5746f41ac6f4c9070da,1,24,47,233,4
3efe696e322f9139e3d2b894cb1f7a09,13,11,40,537,3
3f0b2aa04502b87638f75da7b9cae50e,1,6,45,664,1
3f0f8de616df6efb39a48f3c64eea974,1,15,49,701,1
3f1361100ad34281edf04ce745f62b89,8,11,60,425,1
3f13f4fabd1eafe564af941a8ee8e279,1,3,45,2024,2
3f14d740544f37ece8a9e7bc8349797e,87,14,44,655,1
3f17be73cd550ddcf19e0e60c3fa14b2,1,11,42,537,1
3f1a72ca5261f897ba5ec6370f37151b,1,24,48,709,6
3f1a741cf5591384428c1cbb0ef07ec0,19,8,60,400,1
3f217ac180c743ff2e4b047d4f205d52,1,16,57,507,1
3f24e35922fa51c0626c7c51d2f3a9a4,2,11,45,179,2
3f289108c4090cd68adf56e2ae40dced,2,11,28,151,1
3f29ff76d9ee5fd080b96ce49afc6c94,2,6,59,1299,3
3f2c4414409c0a99c34cc0a7753e37d3,1,4,57,498,2
3f31e91ff55912757b04a48d7c1337cc,1,5,56,651,5
3f34959740c72f0e661df7d18465c955,3,14,23,1330,1
3f37f32e535d54ae9b3c1cf62aa76c43,1,2,55,624,2
3f3bb9a9009cafb307bc91e3d8a507b9,1,9,63,208,2
3f3d9760b163e08f9566ea1b2b8e1cd4,1,5,56,1891,1
3f3ea3e2bf902e8fa6748737a84f3c36,1,11,52,1465,3
3f40225200e08615f10f2e6641d16899,1,4,60,361,1
3f40e0e434d939f380a29f5e863cfb9f,4,12,58,2448,2
3f492185923b69e5e936c2d988dca905,1,14,58,731,2
3f49f9bc923b6444dbfad29c569d7cf3,1,10,57,1527,1
3f4a3b8846f4522bd68853a50114da49,1,20,46,622,2
3f4a7c8646dfebf0d04ed19adab8e9cb,4,7,60,277,1
3f55594c92f61283dd292a1e6f1c6427,3,9,57,735,2
3f55ca21769e7535d3ba989450207285,2,11,42,794,1
3f56545df76cf762c62d35d987a29962,1,18,48,701,1
3f5a7aa9c9cd21cbfe37688ed326222b,2,22,48,236,1
3f64ba374e24f2a408729e5153b67283,2,8,59,448,3
3f65341957930c6c7cb9b880151dea7e,1,6,58,481,1
3f6cfbf79bad1fd33c65e65cde20ab67,2,11,57,404,4
3f7965eac71911314776d32209c84483,2,14,63,668,2
3f83491f5ef0e8c381d483fe37352856,2,11,34,481,1
3f84f961fb9323a568f07488788a4e6e,1,20,50,993,2
3f879754671b3c5cc288f787246b10a1,1,11,55,951,2
3f884cbd108b288036c2e707bac1a5cb,1,8,56,150,1
3f90ef42e637c17203bd0ee040c16de0,4,8,49,147,1
3f935f9cacf1ef3e12e51f49fe7b62c3,1,9,40,1291,1
3f94f864742e33fc293053063b7783fa,1,6,21,452,1
3f9714af5d7efa95476ebf732c9078c8,1,12,39,120,2
3f98320412a131f7346baa2aa2de7540,3,8,54,523,2
3f99d6b2a7b33ab37d6efc8ad7e45e4a,1,9,56,615,1
3f9b660d70c2742b1dab6701075b9b63,1,11,53,268,2
3f9d819e1669be4865fdcd717968bb4e,1,15,23,1036,2
3f9e3d09e34ab9b3235a0e9d584bba25,1,10,40,94,5
3fa7fe855040269e26ef452c5679234e,1,4,46,3163,3
3fadfe202fc3ad333cdd51870f1ddb03,2,12,60,671,3
3fae92f8d0ebb3317991934a6d717c47,2,10,60,306,1
3fbc0ef745950c7932d5f2a446189725,149,18,50,1257,1
3fbd1a96fca26cfab52984da93349a4b,1,9,46,1208,2
3fc00af0f0a8d4ac2933d3900416c977,8,11,59,624,5
3fc0df95e5b295f37ad821902cfd4a33,1,9,37,480,4
3fc18e3aefe7b9346bd15de863fa0365,17,14,43,808,1
3fc23ad64a8ee1f1451c8c44932c5d22,1,5,40,338,1
3fc5135bc733379e511defc64c61738d,1,102,48,1219,4
3fcd8dfe610c62edfb51de2630cd9ef4,1,6,50,509,4
3fd04b238d42b022434a07519d30a354,1,10,51,567,1
3fd11c8df5b2569660e2613c1bf20f3b,1,11,47,638,4
3fd371205bcc8fd75d0711e30ee46ebf,1,10,59,691,2
3fd95674ddba6b30c42b8f62fe543c6b,1,8,55,287,1
3fd97d8c7b16543086520039b5c7267a,3,5,55,486,1
3fda5d7d8639fc5c850231af6fb34b36,1,19,49,1841,5
3fddda7e92c16fa45033a4373a116e00,10,12,45,650,1
3fde071523d485031f4f0fc9fe1c42e4,1,4,57,1380,1
3fea39f18b756acc072ecde595f7f8fa,2,12,58,861,1
3feb2f6b9b4daff28db958eca479c56e,1,17,55,523,2
3ff490445b099b53cba94a2dab6f814d,2,18,49,342,1
3ff718959f57e5a5c7e17ee1af98dc10,2,12,56,491,1
3ff81cd0e0861e991bb0106c03c113ca,2,10,63,2314,8
3ff90de8afa748b1f8441607fb2b1e49,2,9,57,275,1
3ffc8b6c3ae2afbf307cbd802bfb5e4c,4,16,52,233,1
4005df5f887f3c2529f363671fc8f4a5,4,11,55,3185,1
4006da5107400e5ac48dbcc829a36c42,1,2,55,1260,2
400e2ea46d0af06d91c744b624ed8a59,5,12,54,3476,1
40161099308e1f5f784d57e2b88b31b5,1,4,43,816,1
40169f8d8c6b5ecde688c395f306812e,3,11,60,519,1
401b500ac0cf49fd24047ba60015a7ae,3,9,45,899,1
401b5632c06c51319df083f1245a96ca,9,14,51,207,1
40256a4f675b7f41f2ba899b022c02b5,1,6,58,903,1
4025cbfac798d74f87c30ee87e6e9f70,5,5,51,754,1
4025ee582ef6b8c478af3b44cf89054b,16,10,60,58,1
40263263ca0cba325e7d97ada30b8dc6,1,3,57,1109,3
4027c03e4b0afe1963877d2d164f880b,6,25,51,538,1
40376ad8bd1bd1066449dbb09440dc43,1,4,34,240,12
4039be757013ccb66cb41d683261dece,4,9,64,320,1
4040bd73d3a2de25d369512db5aad42a,3,11,60,562,4
40422223c107e3094c19c4709a320ead,1,3,50,769,2
404a57563d487aecbc2b1a01d9b89aab,27,17,62,313,1
404c8cfeddf854a0f667cc175bfaec1b,1,17,51,350,1
404e1dcaff65deb2f65466f9bda53117,1,18,55,1987,3
40502372bedb2460eeac40ba20739e9e,1,10,50,446,2
40534ea2efd1f3066025b854f1682021,1,13,34,102,1
40540b68d7fd077e46c33308fb59c2f5,1,11,29,296,1
40562621def0bbc3080d94f54b9d1f61,3,10,51,750,1
405b665fb38de919ddef2046a207fddf,1,21,52,283,3
405b91eb4d099e9985d4c2342381e919,1,8,41,909,1
405beab43803e68c26263d0ee804fe7e,2,5,41,156,1
405ddf5d2dcf01d473da98a6ab097020,1,7,50,674,2
40609ed7bf566f65da3424c1f2d1949a,1,4,48,832,1
4060f51503152bf2d7592cec5b03fc4f,1,6,56,741,2
4066f66e5bd7a5371448d70eeb24b9dc,1,5,42,236,1
40678c9096047877fa74a25cc6f0a726,1,5,53,956,2
4073784877d08fbd075c0dd3e1bff5de,3,12,52,1392,1
40749a37d68c1827c0ccd1844e9e3c8f,2,17,47,589,2
4074fd19b30333e6cef7f658d672beef,2,7,59,1460,1
4079a95ae53890e5c268117864020aa8,1,8,60,298,1
407a9382e8c7e321e8ecee388edf0f7b,2,6,51,770,1
407bc2771e1ae0911576de1560d3adcc,3,23,54,532,1
407bf6c28bfa032a610efe55a12fefb6,1,8,43,354,3
4082e07ccc62fff9dfaf275a81804952,3,10,30,864,3
40876e499870e34fccde7cfb266a987d,2,10,45,1202,1
408e83214d33817b4bc554f392509088,1,28,55,3059,1
4090bc3e9345799969d07e5d46ea8f31,1,11,55,246,1
40940f4039980878d9798bcc63d8b11e,1,16,58,154,3
4094a0149a0f4da09703696fe235617c,3,12,60,473,1
4099923da3407c3d162a829b0aba4b4e,1,1,49,424,3
409ad0594dd6af287d870a566756dc10,3,10,58,1005,3
409ec48108c4dad2130633a912fe877e,6,9,52,652,2
409ee48b5db216ee69ef004c035ff067,1,15,54,3253,1
40a031e5449e42ea991c4ebd5d8639ce,1,14,49,243,1
40a247eff18242601020870abbfb4ba9,1,12,53,100,1
40a4dfa74a737d541b3c2413edf9cdf6,1,9,27,840,1
40a5f1699745ef73e63e53a7d51ea0e0,1,18,39,626,1
40a75445dcf4958b8c9b3dac6898094b,1,7,29,1318,1
40a87530ff9dde7f4f9a977c513c749d,1,22,44,366,3
40b09f33e646d488df2ca6fec4082d50,4,14,56,275,5
40b2a43c74c26b963dd1bd05384663a0,9,39,63,924,5
40bb10ced586734cde2061c5247f0ad8,1,9,57,794,1
40bc967f033c88458d226825e3293ed9,2,25,48,731,1
40c15dd86886c8e9cedabb4dadcece62,1,7,55,512,1
40c19ad8081c5efe90d93d945287adb8,1,6,30,138,1
40c36dbe4fd510370d40e09ae7670a26,7,13,47,442,1
40cb225d40f0acc7c8a2dc7b27176874,1,13,58,204,1
40cb7bb3d30559b9b6c4fb62bc837962,11,18,54,617,2
40d15612d42ca57c3ed3266dafdaf5b0,1,4,54,354,1
40d2d9ba581281d77c9544854fbe1fd9,1,5,15,438,2
40db914a3129475d11db840a1c411fba,2,6,57,3838,10
40df4be4429553e18755913ac3cfeac5,1,4,44,546,3
40e834fa1961d072be482a772dbba0e1,3,13,42,394,5
40e8b425d1a26e2d9cb77363523e05ce,22,22,38,1324,1
40f999464ef29d2a07cfaca1eea4c210,3,7,44,334,2
40f9d700a4bf5e0d84c70d704147971f,3,17,56,1335,5
4100a608bd0aa524b06ffefba973707b,1,21,39,798,1
4105d1e0439f5f75b5da2a645905d747,2,9,37,1192,2
4107643eab592b95cf9d0e376d522aeb,1,10,60,597,1
410dd36335e15d089a9668e9bb5b2cd7,2,22,60,703,6
410f854e2b9c85fc6295ab19b1a2ef2d,1,6,49,141,6
410fdf98ab61894c35ffe4e1f76e204b,2,9,60,216,1
41170f223fcfb9220a82df1a646d5c43,1,9,48,897,3
411fad26ce07a5a611883f05fb5798cd,1,13,35,222,1
41225bba70a14ede03816d7baf0a88f8,1,8,49,746,1
4128a326a8aa3eb532eb2c120520663a,1,15,46,182,1
412d382f1992f8b56f88f7d4777d3685,1,16,57,229,1
41311fd6316a50a9ff4ac5bfca1b910b,1,11,38,1936,1
41347179516c8b9380040cf54274ff80,2,11,45,503,1
4135a8c6b588263879a627ed27a2a3c3,2,10,55,381,1
41376d63d4c45fe6c7407e838a2befa3,1,3,53,302,2
413c11f2f70bb6e0d20172905d3995fb,1,20,51,1552,1
